Device_Name,Energy_Consumption_kWh,Recycled_Percentage,RoHS_Compliant,Screen_Size_Inch,Weight_Kg,RAM_GB,Storage_GB,CPU_Score,Eco_Score
PowerEdge R960,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge R960,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge R960,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge R960,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge R960,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge R960,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge R960,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge R960,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge R960,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge R960,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge R960,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge R960,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge R960,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge R960,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge R960,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge R960,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge R960,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T130,745.0,0.0,1.0,14.0,11.13,16.0,1024.0,2,1.0
PowerEdge T140,799.8,0.0,1.0,14.0,11.84,16.0,1024.0,2,1.0
PowerEdge T160,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T160,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T160,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T160,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T160,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T160,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T160,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T160,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T160,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T160,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T160,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T160,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T160,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T160,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T160,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T160,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T160,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T160,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T160,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T330,858.918,0.0,1.0,14.0,26.0,16.0,1024.0,2,1.0
PowerEdge T340,852.8,0.0,1.0,14.0,22.25,16.0,1024.0,2,1.0
PowerEdge T360,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T360,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T360,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T360,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T360,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T360,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T360,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T360,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T360,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T360,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T360,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T360,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T360,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T360,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T360,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T360,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T360,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T360,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T360,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge T430,1697.688,0.0,1.0,14.0,30.2,16.0,1024.0,2,1.0
PowerEdge T440,1577.238,0.0,1.0,14.0,26.02,16.0,2048.0,2,1.0
PowerEdge T630,858.918,0.0,1.0,14.0,26.0,16.0,1024.0,2,1.0
PowerEdge T640,1584.7,0.0,1.0,14.0,42.36,32.0,2048.0,2,1.0
PowerEdge XR4000r,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000r,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000r,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000r,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000r,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000r,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000r,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000r,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000r,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000r,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000r,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000r,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000r,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000r,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000r,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000r,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000r,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000r,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000r,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000z,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000z,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000z,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000z,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000z,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000z,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000z,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000z,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000z,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000z,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000z,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000z,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000z,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000z,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000z,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000z,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000z,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000z,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR4000z,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR7620,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR7620,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR7620,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR7620,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR7620,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR7620,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR7620,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR7620,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR7620,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR7620,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR8000,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR8000,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR8000,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR8000,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR8000,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR8000,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR8000,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR8000,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR8000,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR8000,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR8000,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR8000,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR8000,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR8000,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR8000,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR8000,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR8000,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR8000,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
PowerEdge XR8000,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Precision 3240 Tower,55.81,0.0,1.0,14.0,2.1,8.0,256.0,2,1.0
Precision 3260 Compact,25.58,0.0,1.0,14.0,1.426,8.0,256.0,2,3.0
Precision 3260 Compact,25.58,0.0,1.0,14.0,1.426,8.0,256.0,2,3.0
Precision 3260 Compact,25.58,0.0,1.0,14.0,1.426,8.0,256.0,2,3.0
Precision 3260 Compact,25.58,0.0,1.0,14.0,1.426,8.0,256.0,2,3.0
Precision 3260 Compact,25.58,0.0,1.0,14.0,1.426,8.0,256.0,2,3.0
Precision 3260 Compact,25.58,0.0,1.0,14.0,1.426,8.0,256.0,2,3.0
Precision 3260 Compact,25.58,0.0,1.0,14.0,1.426,8.0,256.0,2,3.0
Precision 3260 Compact,25.58,0.0,1.0,14.0,1.426,8.0,256.0,2,3.0
Precision 3260 Compact,25.58,0.0,1.0,14.0,1.426,8.0,256.0,2,3.0
Precision 3260 Compact,25.58,0.0,1.0,14.0,1.426,8.0,256.0,2,3.0
Precision 3260 Compact,25.58,0.0,1.0,14.0,1.426,8.0,256.0,2,3.0
Precision 3260 Compact,25.58,0.0,1.0,14.0,1.426,8.0,256.0,2,3.0
Precision 3260 Compact,25.58,0.0,1.0,14.0,1.426,8.0,256.0,2,3.0
Precision 3260 Compact,25.58,0.0,1.0,14.0,1.426,8.0,256.0,2,3.0
Precision 3260 Compact,25.58,0.0,1.0,14.0,1.426,8.0,256.0,2,3.0
Precision 3260 Compact,25.58,0.0,1.0,14.0,1.426,8.0,256.0,2,3.0
Precision 3260 Compact,25.58,0.0,1.0,14.0,1.426,8.0,256.0,2,3.0
Precision 3260 Compact,25.58,0.0,1.0,14.0,1.426,8.0,256.0,2,3.0
Precision 3280 CFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3280 CFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3280 CFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3280 CFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3280 CFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3280 CFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3280 CFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3280 CFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3280 CFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3280 CFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3280 CFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3280 CFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3280 CFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3280 CFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3280 CFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3280 CFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3280 CFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3280 CFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3431 Small Form Factor,74.74,0.0,1.0,14.0,5.26,8.0,256.0,2,1.0
Precision 3440 Small Form Factor,70.92,0.0,1.0,14.0,4.6,8.0,256.0,2,1.0
Precision 3450 Small Form Factor,84.26,0.0,1.0,14.0,4.6,8.0,256.0,2,1.0
Precision 3460 SFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3460 SFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3460 SFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3460 SFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3460 SFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3460 SFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3460 SFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3460 SFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3460 SFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3460 SFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3460 SFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3460 SFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3460 SFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3460 SFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3460 SFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3460 SFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3460 SFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3460 SFF,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3460 SFF (Silver).,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Precision 3460 SFF (Silver).,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Precision 3460 SFF (Silver).,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Precision 3460 SFF (Silver).,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Precision 3460 SFF (Silver).,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Precision 3460 SFF (Silver).,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Precision 3460 SFF (Silver).,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Precision 3460 SFF (Silver).,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Precision 3460 SFF (Silver).,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Precision 3460 SFF (Silver).,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Precision 3460 SFF (Silver).,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Precision 3460 SFF (Silver).,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Precision 3460 SFF (Silver).,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Precision 3460 SFF (Silver).,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Precision 3460 SFF (Silver).,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Precision 3460 SFF (Silver).,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Precision 3460 SFF (Silver).,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Precision 3460 SFF (Silver).,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Precision 3460 SFF (Silver).,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Precision 3460 SFF (Silver).,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Precision 3460 SFF (Silver).,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Precision 3460 Small Form Factor fwsdfFFactor,93.86,0.0,1.0,14.0,3.867,8.0,256.0,2,1.0
Precision 3470,16.35,0.0,1.0,14.0,1.49,8.0,256.0,2,1.0
Precision 3480,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3480,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3480,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3480,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3480,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3480,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3480,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3480,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3480,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3480,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3480,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3480,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3480,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3480,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3480,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3480,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3480,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3480,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3490,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3490,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3490,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3490,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3490,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3490,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3490,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3490,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3490,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3490,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3490,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3490,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3490,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3490,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3490,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3490,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3490,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3490,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3510,36.83,0.0,1.0,15.0,2.6,8.0,256.0,2,1.0
Precision 3520,27.5,0.0,1.0,15.0,2.17,8.0,256.0,2,1.0
Precision 3530,27.72,0.0,1.0,15.0,2.03,8.0,256.0,2,1.0
Precision 3540,24.13,0.0,1.0,15.0,1.9,8.0,256.0,2,1.0
Precision 3541,22.89,0.0,1.0,15.0,1.97,8.0,256.0,2,1.0
Precision 3550,26.34,0.0,1.0,15.0,1.85,8.0,256.0,2,1.0
Precision 3560,22.09,0.0,1.0,15.0,1.825,8.0,256.0,2,1.0
Precision 3561,24.92,0.0,1.0,15.6,1.79,8.0,256.0,2,1.0
Precision 3570,25.21,0.0,1.0,15.0,1.78,8.0,256.0,2,1.0
Precision 3571,25.98,0.0,1.0,15.0,1.792,8.0,256.0,2,1.0
Precision 3590,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3590,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3590,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3590,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3590,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3590,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3590,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3590,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3590,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3590,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3590,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3590,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3590,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3590,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3590,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3590,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3590,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3590,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3591,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3591,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3591,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3591,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3591,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3591,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3591,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3591,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3591,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3591,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3591,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3591,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3591,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3591,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3591,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3591,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3591,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3591,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3640 Tower,117.93,0.0,1.0,14.0,13.0,8.0,256.0,2,1.0
Precision 3650 Tower,202.22,0.0,1.0,14.0,13.0,8.0,256.0,2,1.0
Precision 3660 Tower,146.78,0.0,1.0,14.0,7.678,8.0,256.0,2,1.0
Precision 3680 Tower,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3680 Tower,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3680 Tower,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3680 Tower,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3680 Tower,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3680 Tower,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3680 Tower,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3680 Tower,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3680 Tower,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3680 Tower,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3680 Tower,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3680 Tower,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Precision 3680 Tower,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
